trial_id,title,intervention_name,condition,phase,status,source_database
NCT03345576,Testosterone and Long Pulse Stimulation After SCI,Testosterone and LPWS; Testosterone and standard NMES,Spinal Cord Injury,PHASE2,COMPLETED,ClinicalTrials.gov
NCT00866879,Randomized Conversion of Calcineurin-Inhibitors in Renal Allograft Recipients,"Sirolimus; Demographic Data, Medical History, and Donor Data; Blood Draws for Control Group; Blood Draws for Experimental Group; Donor Blood Draws; Donor Information; Kidney Biopsy",Renal Transplant Rejection,PHASE4,COMPLETED,ClinicalTrials.gov
NCT05264558,Preparing for the Final Phase of Hepatitis C Elimination. Cairns Final 30%,Xpert HCV Viral load finger stick point of care test (Cepheid); Epclusa 400Mg-100Mg Tablet; Standard of care,Hepatitis C,PHASE4,COMPLETED,ClinicalTrials.gov
NCT02804659,Physiopathological and Therapeutic Value of microRNA in the Progression of Carotid Artery Plaques: Carotid Protocol and microRNA,microRNA,Carotid Arteries,Not specified,UNKNOWN,ClinicalTrials.gov
NCT00529243,Evaluating the Effect of CHanging EnfuvirtidE to Raltegravir in HIV Infected Subjects,raltegravir,HIV Infections,PHASE3,COMPLETED,ClinicalTrials.gov
NCT06781372,Patient's Derived Organoids for Drug Screening in Glioblastoma,Development and characterization of PDOs; Evaluation of the effects of epigenetic and splicing inhibitors on viability and gene expression signatures of GBM PDOs and GSCs,"Glioblastoma; Glioblastoma Multiforme (GBM); Glioblastoma Multiforme, Adult",NA,NOT_YET_RECRUITING,ClinicalTrials.gov
NCT03652402,Precision Risk Stratification in Kidney Transplant Patients - EU-TRAIN,kidney transplantation,Kidney Transplant Rejection; Kidney Transplantation; Risk Stratification; Prognosis,Not specified,COMPLETED,ClinicalTrials.gov
NCT05876312,"Safety, Tolerability, PK and PD of ADX-038 in Healthy Participants and Paroxysmal Nocturnal Hemoglobinuria (PNH) Patients",ADX-038; Placebo,Paroxysmal Nocturnal Hemoglobinuria (PNH),"PHASE1, PHASE2",ACTIVE_NOT_RECRUITING,ClinicalTrials.gov
NCT04302766,Expanded Access Remdesivir (RDV; GS-5734™),Remdesivir,Coronavirus Disease 2019,Not specified,NO_LONGER_AVAILABLE,ClinicalTrials.gov
NCT03797066,ATTIC - Access To Treat in the Community,ZEPATIER 50Mg-100Mg Tablet,"Hepatitis C, Chronic",PHASE4,TERMINATED,ClinicalTrials.gov
NCT06649253,Childhood B-acute Lymphoblastic Leukaemia and Role of CD9 Gene Regulation in Relapse,Sampling bone tissue and blood,"Leukemia, Lymphoblastic, Acute, Pediatric",NA,RECRUITING,ClinicalTrials.gov
NCT00007488,HIV in Specific Parts of the Body of Patients Who Are Changing or Starting Potent Anti-HIV Drugs,Not specified,HIV Infections,Not specified,COMPLETED,ClinicalTrials.gov
NCT01626170,Studying Mechanisms of Radiation Therapy Resistance in Samples From Younger Patients With Rhabdomyosarcoma,laboratory biomarker analysis,Alveolar Childhood Rhabdomyosarcoma; Embryonal Childhood Rhabdomyosarcoma; Previously Treated Childhood Rhabdomyosarcoma; Previously Untreated Childhood Rhabdomyosarcoma; Recurrent Childhood Rhabdomyosarcoma,Not specified,COMPLETED,ClinicalTrials.gov
NCT00743795,"Safety, Tolerability, and Antiviral Activity of 24 or 48 Weeks of GS-9190 in Combination With Peginterferon Alfa 2a and Ribavirin for the Treatment of Genotype-1 Chronic HCV Infection",placebo; GS-9190; Peginterferon Alfa 2a; Ribavirin,HCV Infection,PHASE2,COMPLETED,ClinicalTrials.gov
NCT03231930,Rapid Point-of-care Testing for Hepatitis C in Community Clinics (RAPID-EC) Pilot Study,OraQuick HCV Ab test; Xpert HCV viral load test,Hepatitis C,NA,COMPLETED,ClinicalTrials.gov
NCT00028366,"Dual Versus Triple Protease Inhibitor Combinations, Including Ritonavir, in HIV Infected People",Fosamprenavir; Lopinavir/Ritonavir; Ritonavir; Tenofovir disoproxil fumarate,HIV Infections,NA,COMPLETED,ClinicalTrials.gov
NCT05780463,MP0420 for Inpatients With COVID-19 (An ACTIV-3/TICO Treatment Trial),MP0420; Placebo; Remdesivir,COVID-19,PHASE3,COMPLETED,ClinicalTrials.gov
NCT07328087,"COLONYVAQ™, a Quantum-Classical Guided Personalized Neoantigen Vaccine for MSS Stage III Colorectal Cancer",Experimental: COLONYVAQ-CRC + mFOLFOX6 or CAPOX + Nivolumab,Colorectal Cancer Metastatic; Colorectal Cancer Stage III; Colorectal Cancer Stage IV,EARLY_PHASE1,RECRUITING,ClinicalTrials.gov
NCT04463264,Efficacy and Safety Study of Nitazoxanide (NTX) in the Treatment of Patients With SARS-CoV-2 Virus Infection (COVID-19),Nitazoxanide; Placebo,COVID-19,"PHASE2, PHASE3",UNKNOWN,ClinicalTrials.gov
NCT03524430,RNA Disruption Assay (RDA)-Breast Cancer Response Evaluation for Individualized Therapy,Core needle biopsy,Breast Neoplasm Female,NA,RECRUITING,ClinicalTrials.gov
NCT00074230,Vaccine Therapy in Treating Patients With Stage IV Cutaneous Melanoma,"Autologous Dendritic Cells loaded with MAGE-A3, MelanA and Survivin",Melanoma (Skin),"PHASE1, PHASE2",COMPLETED,ClinicalTrials.gov
NCT06018792,Molecular Culture for the Diagnosis of Pediatric Sepsis,Molecular Culture,"Sepsis; Sepsis Bacterial; Sepsis, Neonatal; Infection, Bacterial; Antibiotic Side Effect; Microbial Colonization",Not specified,RECRUITING,ClinicalTrials.gov
NCT00027339,Using Drug Levels and Drug Resistance Testing to Select Effective Anti-HIV Drug Combinations in Patients With Drug-resistant HIV,lopinavir/ritonavir; indinavir sulfate; tenofovir disoproxil fumarate; ritonavir; fosamprenavir,HIV Infections,PHASE2,COMPLETED,ClinicalTrials.gov
NCT01335529,Boceprevir in HIV-HCV Coinfected Patients Who Have Failed to a Previous Therapy With Peg-Interferon/Ribavirin,"Boceprevir, Peg-interferon alfa 2b and Ribavirin",HCV Coinfection; HIV-1 Infection,PHASE2,COMPLETED,ClinicalTrials.gov
NCT00001103,HIV Levels in Cerebrospinal Fluid and Brain Function in Patients Receiving Anti-HIV Drugs,Not specified,Cognitive Disorders; HIV Infections,Not specified,COMPLETED,ClinicalTrials.gov
NCT00632073,Effect of Vicriviroc on HIV Ribonucleic Acid (RNA) Levels in Cerebrospinal Fluid (Study P05241),Vicriviroc,HIV Infections,PHASE1,COMPLETED,ClinicalTrials.gov
NCT05545319,A Study to Learn About the Medicine Called Nirmatrelvir Used in Combination With Ritonavir in People With Weakened Immune Systems or at Increased Risk for Poor Outcomes Who Are Hospitalized Due to Severe COVID-19,Nirmatrelvir; Ritonavir; Placebo for nirmatrelvir,"Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2); Coronavirus Disease 2019 (COVID-19); Immunocompromised; Hospitalization; Child, Hospitalized",PHASE2,WITHDRAWN,ClinicalTrials.gov
NCT05703607,A Study to Learn About a Modified RNA Vaccine Against Shingles in Healthy Adults,Candidate 1: PF-07915234: VZV modRNA Powder for Suspension for Injection; Candidate 1: PF-07915234: VZV modRNA Suspension for Injection; Candidate 2: PF-07921188: VZV modRNA Suspension for Injection; Candidate 3: PF-07921186: VZV modRNA Suspension for Injection; Shingrix; Candidate 2: PF-07921188: VZV modRNA Powder for Suspension for Injection,Shingles; Herpes Zoster Infection; Human,PHASE2,TERMINATED,ClinicalTrials.gov
NCT07116044,Assessment of Response and Safety of Bulevirtide Treatment in Patients With Chronic Delta Virus Infection,virological tests diagnostic tests,Evaluate Response to Treatment Both Biochemically and Virologically to Determine the Safety and Effectiveness of Bulevirtide Therapy in HDV Patients,Not specified,COMPLETED,ClinicalTrials.gov
NCT02413645,"Phase I, Open Label Dose Escalation Study to Evaluate Safety of iHIVARNA-01 in Chronically HIV-infected Patients",TriMix_100; TriMix_300; 600μg mRNA (300 μg HIV mRNA+300 μg TriMix mRNA); 900μg mRNA (600 μg HIV mRNA+300 μg TriMix mRNA); 1200μg mRNA (900 μg HIV mRNA+300 μg TriMix mRNA),HIV-infection,PHASE1,COMPLETED,ClinicalTrials.gov
NCT06431763,A Study to Investigate LDL-cholesterol Lowering With Inclisiran Compared to Bempedoic Acid in Patients With Atherosclerotic Cardiovascular Disease.,Inclisiran sodium; BPA,Hypercholesterolemia,PHASE4,COMPLETED,ClinicalTrials.gov
NCT01836718,Assessment of Intrahepatic Hepatitis C Virus (HCV) RNA Levels at the Time of Liver Transplantation,Not specified,Hepatitis C Virus; Liver Transplantation,Not specified,UNKNOWN,ClinicalTrials.gov
NCT01212718,Response Prediction in Metastasized Colorectal Cancer Using Intratumoral Thymidylate Synthase,FUFA; systemic chemotherapy,Colorectal Cancer; Non Resectable Metastasis; Reference Lesion; Biopsy; Thymidylate Synthase Quantitation,PHASE2,COMPLETED,ClinicalTrials.gov
NCT02363647,Personalized Cancer Therapy for Patients With Metastatic Medullary Thyroid or Metastatic Colon Cancer,Tumor Genomic Analysis,Medullary Thyroid Cancer; Colon Cancer,NA,TERMINATED,ClinicalTrials.gov
NCT05091008,Treatment of Chronic Hepatitis C Infection by Ledipasvir/Sofosbuvir in Naïve Children,Ledipasvir-Sofosbuvir 90 Mg-400 Mg Oral Tablet,"Hepatitis C, Chronic",PHASE2,COMPLETED,ClinicalTrials.gov
NCT03424460,Venous Thromboembolism in Myotonic Dystrophy Type 1,Haemostasis tests; Monocytes and megacaryocytes culture and RNA extraction; RNA extraction,Myotonic Dystrophy 1,NA,COMPLETED,ClinicalTrials.gov
NCT00259753,Safety and Efficacy Study of Small Interfering Ribonucleic Acid (RNA) Molecule (Cand5) to Treat Wet Age-Related Macular Degeneration,Bevasiranib,Macular Degeneration,PHASE2,COMPLETED,ClinicalTrials.gov
NCT00458302,Treatment Simplification by Darunavir/Ritonavir 800/100 mg Once a Day Versus a Triple Combination Therapy With Darunavir/Ritonavir,"darunavir (DRV, TMC114); darunavir (DRV, TMC114)",HIV Infections; AIDS Virus; Human Immunodeficiency Virus; Acquired Immunodeficiency Syndrome Virus,PHASE3,COMPLETED,ClinicalTrials.gov
NCT02027493,Hansenula-Derived Pegylated-Interferon Alpha-2a in Egyptian Children With Chronic HCV,Reiferon R; Ribavirin,"Hepatitis C, Chronic",NA,COMPLETED,ClinicalTrials.gov
NCT04745975,Guided Treatment Based on Mini-PDX in Metastatic Triple Negative Breast Cancer,Personalized treatment guided by mini-PDX and RNA sequencing; Nab paclitaxel; Eribulin; Vinorelbine; Gemcitabine; Capecitabine,Triple Negative Breast Cancer,PHASE2,UNKNOWN,ClinicalTrials.gov
NCT06874257,Targeting Acute Myeloid Leukemia Immunosuppressive Microenvironment by combinedIDO1 Inhibition and PD-1 Blockade,Laboratory tests and in vitro studies,AML (Acute Myelogenous Leukemia),Not specified,RECRUITING,ClinicalTrials.gov
NCT03620734,Study to Determine Interaction Between the Use of Feminizing Hormone Therapy and Antiretroviral Agents Concomitantly Among Transgender Women,Not specified,PrEP and ART,Not specified,COMPLETED,ClinicalTrials.gov
NCT06846645,"Host Response to Infection by Direct Analysis of Leukocyte Single Cell-type Gene Expression/transcript Abundance, Direct LS-TA. a Prospective Study Will Evaluate the Performance of Direct LS-TA in Triage Febrile Patients Into Major Categories of Infections: Viral, Bacterial or Active Tuberculosis.",No intervention,Single Cell Sequencing Technology; Gene Expression Profiling; Gene Expression; Infection; Viral Diseases; Bacterial Diseases; Active Tuberculosis; Host Defense Mechanisms; Host Microbial Interactions; Transcriptome,Not specified,NOT_YET_RECRUITING,ClinicalTrials.gov
NCT02963311,A Study of ALN-PCSSC in Participants With Homozygous Familial Hypercholesterolemia (HoFH),ALN-PCSSC; Standard of Care,Homozygous Familial Hypercholesterolemia,PHASE2,COMPLETED,ClinicalTrials.gov
NCT06729606,Aviptadil for Severely Ill Inpatients With COVID-19 (An ACTIV-3b/TESICO Treatment Trial),Aviptadil; Aviptadil Placebo; Corticosteroid,Covid19,PHASE3,COMPLETED,ClinicalTrials.gov
NCT06249048,Phase 1/2 Study of Intratumoral Injection of STX-001 in Advanced Solid Tumors as Monotherapy or in Combination With Pembrolizumab,STX-001; Keytruda®,Advanced Solid Tumor,"PHASE1, PHASE2",RECRUITING,ClinicalTrials.gov
NCT01288209,"A Phase III Study of TMC435 in Genotype 1, Hepatitis C-infected Participants Who Failed to Respond to Previous IFN-based Therapy",TMC435; Peginterferon alfa-2a (PegIFNα-2a ); Ribavirin (RBV),"Hepatitis C, Chronic",PHASE3,COMPLETED,ClinicalTrials.gov
NCT06729593,Remdesivir for Severely Ill Inpatients With COVID-19 (An ACTIV-3b/TESICO Treatment Trial),Remdesivir; Remdesivir Placebo; Corticosteroid,Covid19,PHASE3,COMPLETED,ClinicalTrials.gov
NCT06831292,The Effects of Diet on Small Non-coding RNA I Sperm Cells and the Possible Effects on Reproductive Success: Diet Intervention Effects on Sperm,Diet intervention NMR,Changes in SncRNA in Sperm; Male Fertility; RNA Profile,NA,RECRUITING,ClinicalTrials.gov
NCT03318887,Impact of Sofosbuvir and Daclatasvir Concentration on HCV RNA,Sofosbuvir/daclatasvir with or without ribavirin,Hepatitis C,Not specified,COMPLETED,ClinicalTrials.gov
NCT04160455,"Study of Autophagy and the Effects of GALIG Gene Products in HIV-1 Infected Patients Who Are Under Antiretroviral Therapy Since Primary-infection, Chronic Phase, or Never Treated.",expression of a panel,Autophagy; Galectins; HIV Infections; Highly Active Antiretroviral Therapy,Not specified,RECRUITING,ClinicalTrials.gov
NCT00897845,Studying Tumor Samples From Women Who Have Undergone Chemotherapy for Breast Cancer,RNA analysis; microarray analysis; immunohistochemistry staining method; laboratory biomarker analysis,Breast Cancer,Not specified,COMPLETED,ClinicalTrials.gov
NCT00002376,The Effectiveness of HIV RNA Viral Load Testing in Determining Treatment Type in HIV-Infected Patients,Indinavir sulfate; Lamivudine; Stavudine; Zidovudine; Didanosine,HIV Infections,PHASE4,COMPLETED,ClinicalTrials.gov
NCT01093014,Novel Intervention to Influence Muscle Plasticity in Veterans,Low-force muscle stimulation; High-force muscle stimulation; Sequential low-force and high-force muscle stimulation,Spinal Cord Injuries,NA,COMPLETED,ClinicalTrials.gov
NCT01637233,MARCH Central Nervous System Substudy,Arm 1 TNucleotide Analogue Reverse Transcriptase Inhibitors and Boosted Protease Inhibitors; Arm 2 Maraviroc and Protease Inhibitors; Arm 3 Maraviroc and Nucleotide Analogue Reverse Transcriptase Inhibitors,HIV-1 Infection,Not specified,COMPLETED,ClinicalTrials.gov
NCT05479760,KP-Led Same Day HCV Test and Treat Study,KP-Led HCV test and treat service,"HCV, HIV",NA,COMPLETED,ClinicalTrials.gov
NCT01595074,Biomarkers in Predicting Treatment Response in Samples From Patients With Early-Stage Non-Small Cell Lung Cancer Previously Treated With Adjuvant Chemotherapy,medical chart review; laboratory biomarker analysis,Stage IA Non-small Cell Lung Cancer; Stage IB Non-small Cell Lung Cancer; Stage IIA Non-small Cell Lung Cancer; Stage IIB Non-small Cell Lung Cancer; Stage IIIA Non-small Cell Lung Cancer,Not specified,NOT_YET_RECRUITING,ClinicalTrials.gov
NCT06623279,Open-laBel Dose-escalation Study for CRISPR/cas13- Rna TargetInG THerapy for the Treatment of Neovascular Age-related Macular Degeneration in Phase I Trial,HG202,Neovascular Age-Related Macular Degeneration (nAMD),PHASE1,NOT_YET_RECRUITING,ClinicalTrials.gov
NCT00668876,Effects of Immunonutrition in Patients Undergoing Pancreaticoduodenectomy,Oral IMPACT; Oral IMPACT; Parenteral nutrition,Pancreaticoduodenectomy,PHASE4,COMPLETED,ClinicalTrials.gov
NCT01459913,"Efficacy of a 12-Week Regimen of Telaprevir, Pegylated Interferon, and Ribavirin in Treatment-Naive and Prior Relapser Subjects With Interleukin28B (IL28B) CC Genotype",Telaprevir; Pegylated Interferon Alfa-2a; Ribavirin,"Hepatitis C, Chronic",PHASE3,TERMINATED,ClinicalTrials.gov
NCT06869382,ICS+LABA Vs. ICS+LABA+Omalizumab: Impact on Asthma Control and Gene Expression,Foster BDP/Formoterol; Omalizimab,Asthma Patients,PHASE4,COMPLETED,ClinicalTrials.gov
NCT06823596,"The T Cell Activator of Cell Killing (""TACK"") IT ON"" STUDY",Efavirenz 600mg,Hiv,NA,RECRUITING,ClinicalTrials.gov
NCT06841861,Spermatogonial Differentiation Via Testicular Organoid,Stem cell; Genetic Screening; Genetic Reprogramming; Cell Maturation,"Infertility, Male; Gene Abnormality; Sterility, Male","PHASE1, PHASE2",RECRUITING,ClinicalTrials.gov
NCT00929604,HIV Viral Load Monitoring in Resource-Poor Settings,HIV-1 viral load testing,HIV; AIDS; HIV Infections,NA,COMPLETED,ClinicalTrials.gov
NCT01098552,"Participation in Procurement of Tissue, Serum, Plasma, Cell Bank, DNA and RNA Samples, and Urine for Biological Studies Related to Prostate Cancer and Prostate Cancer Treatment Follow Up",Not specified,Prostate Cancer,Not specified,COMPLETED,ClinicalTrials.gov
NCT01080352,Vitamin C as an Anti-cancer Drug,Ascorbic Acid (Vitamin C),Prostatic Neoplasms,PHASE2,COMPLETED,ClinicalTrials.gov
NCT03453346,Safety and Efficacy of Generic Sofosbuvir and Ribavirin for Treatment-naive Genotype 2 Chronic Hepatitis C,Sofosbuvir; Ribavirin,"Hepatitis C, Chronic; Hepatitis C Virus Infection, Response to Therapy of",NA,COMPLETED,ClinicalTrials.gov
NCT00078403,Pegylated Interferon Alfa-2a Maintenance Therapy and Liver Disease Progression in People Infected With Both HIV and Hepatitis C Virus (HCV),Peginterferon alfa-2a; Ribavirin,HIV Infections; Hepatitis C; Liver Disease,PHASE2,COMPLETED,ClinicalTrials.gov
NCT00816426,Measurement of Anti-TB Drugs in Lung Tissue From Patients Having Surgery to Treat Tuberculosis,Rifampicin; Isoniazid; Pyrazinamide; Kanamycin; Moxifloxacin,Tuberculosis,PHASE1,COMPLETED,ClinicalTrials.gov
NCT05250310,The Effect of Structured Lifestyle Modification and Yoga Practice on Metabolic Processes Associated With Cardiovascular Disease,Chair Yoga,Coronary Artery Disease,NA,RECRUITING,ClinicalTrials.gov
NCT07279896,Determination of RNA/DNA Damage Associated With Oxidative Stress in Periodontitis Patients,Not specified,Periodontitis (Stage 3); Smoking,Not specified,COMPLETED,ClinicalTrials.gov
NCT07067138,A Synthetic Lethality-Focused Algorithm to Identify Therapeutic Options in Advanced Metastatic Breast Cancer (SYNTHESIS-Breast),Expression Networks for highLIGHting Tumor vulnerabilities (ENLIGHT); TruSight(R) Oncology 500; TruSeq Matched Tumor Normal Whole Exome Sequencing Assay,Breast Cancer; Breast Carcinoma; Cancer of the Breast; Malignant Neoplasm of Breast,NA,RECRUITING,ClinicalTrials.gov
NCT05176717,Study to Evaluate the Efficacy Safety and Tolerability of QR-421a in Subjects With RP Due to Mutations in Exon 13 of the USH2A Gene With Early to Moderate Vision Loss (Celeste),QR-421a; Sham-procedure,"Retinitis Pigmentosa; Usher Syndrome Type 2; Deaf Blind; Retinal Disease; Eye Diseases; Eye Diseases, Hereditary; Eye Disorders Congenital; Vision Disorders","PHASE2, PHASE3",TERMINATED,ClinicalTrials.gov
NCT03999840,Eculizumab to Cemdisiran Switch in aHUS,cemdisiran; Placebos,Atypical Hemolytic Uremic Syndrome,PHASE2,WITHDRAWN,ClinicalTrials.gov
NCT04847050,"A Trial of the Safety and Immunogenicity of the COVID-19 Vaccine (mRNA-1273) in Participants With Hematologic Malignancies and Various Regimens of Immunosuppression, and in Participants With Solid Tumors on PD1/PDL1 Inhibitor Therapy",Messenger ribonucleic acid (mRNA)-1273 Vaccine; Messenger ribonucleic acid (mRNA)-1273 Vaccine Booster; ECG; Antibiotics; Anti-viral agents; Anti-fungal agent; Anti-emetics,Solid Tumor Malignancy; Hematologic Malignancy; Leukemia; Lymphoma; Multiple Myeloma,PHASE2,COMPLETED,ClinicalTrials.gov
NCT01734304,DC Vaccination for Postremission Therapy in AML,DC vaccination for postremission therapy in AML,Acute Myeloid Leukemia,"PHASE1, PHASE2",COMPLETED,ClinicalTrials.gov
NCT06834178,Non-interventional Study to Assess the Number of People With Untreated/Unknown HBV + HDV and HCV in South-East Austria,Not specified,HBV; HCV; HDV; Coinfection; Hepatitis B Coinfection; Hepatitis B,Not specified,NOT_YET_RECRUITING,ClinicalTrials.gov
NCT01709084,A Clinical Trial Comparing the Efficacy of Tenofovir Disoproxil Fumarate/Emtricitabine/Rilpivirine (TDF/FTC/RPV) Versus TDF/FTC/Efavirenz (TDF/FTC/EFV) in Patients With Undetectable Plasma HIV-1 RNA on Current First-line Treatment,Rilpivirine; Efavirenz; Tenofovir disoproxil fumarate; Emtricitabine,Human Immunodeficiency Virus-type 1 Infection,PHASE3,COMPLETED,ClinicalTrials.gov
NCT04457050,Effect of Hepatitis C Clearance on Insulin Resistance,Sofosbuvir 400 milligram; Daclatasvir 60 milligram; Ribavirin 400 milligram; Ledipasvir 90milligram/Sofosbuvir 400 milligram Tab,Insulin Resistance; Hepatitis C,PHASE4,COMPLETED,ClinicalTrials.gov
NCT00002211,Safety and Effectiveness of Giving Combinations of Three or Four Anti-HIV Drugs to HIV-Infected Patients,Nelfinavir mesylate; Delavirdine mesylate; Stavudine; Didanosine,HIV Infections,NA,COMPLETED,ClinicalTrials.gov
NCT03062436,To Study the Impact of Stopping Therapy in Patients of CML With Molecular Remission,Stopping the standard drug therpy; Quantitative bcrabl recording every month for first 6 months,Chronic Myeloid Leukemia; Treatment Free Remission,NA,UNKNOWN,ClinicalTrials.gov
NCT00006495,Immune Responses in HIV-Positive Patients Receiving an Anti-HIV Drug Combination When Given the HIV Vaccines Remune and vCP1452,"ALVAC(2)120(B,MN)GNP (vCP1452); HIV-1 Immunogen",HIV Infections,PHASE1,COMPLETED,ClinicalTrials.gov
NCT03281902,Genetic Analysis in Blood and Tumor Samples From Patients With Advanced or Metastatic Estrogen Receptor Positive and HER2 Negative Breast Cancer Receiving Palbociclib and Endocrine Therapy,Biopsy; Biospecimen Collection; Laboratory Biomarker Analysis,Advanced Breast Carcinoma; Locally Advanced Breast Carcinoma; Metastatic Breast Carcinoma; Recurrent Breast Carcinoma; Stage III Breast Cancer AJCC v7; Stage IIIA Breast Cancer AJCC v7; Stage IIIB Breast Cancer AJCC v7; Stage IIIC Breast Cancer AJCC v7; Stage IV Breast Cancer AJCC v6 and v7,Not specified,ACTIVE_NOT_RECRUITING,ClinicalTrials.gov
NCT02138331,Effect of Microvesicles and Exosomes Therapy on β-cell Mass in Type I Diabetes Mellitus (T1DM),MSC exosomes.,Diabetes Mellitus Type 1,"PHASE2, PHASE3",UNKNOWN,ClinicalTrials.gov
NCT03961828,Hyalornic Acid Level in β-Thalassemic Children Treated for Hepatitis C Virus,Ledipasvir 90 MG / Sofosbuvir 400 MG [Harvoni],Beta-Thalassemia; Hepatitis C,PHASE4,COMPLETED,ClinicalTrials.gov
NCT01937728,Tailored Regimens of PEGASYS® and Ribavirin for Genotype 1 Chronic Hepatitis C Patients Trial (TARGET-1),A: Peg-interferon alpha-2a & Ribavirin; B: Peg-interferon alpha-2a & Ribavirin; C: Peg-interferon alpha-2a & Ribavirin; D: Peg-interferon alpha-2a & Ribavirin; E: Peg-interferon alpha-2a & Ribavirin; F: Peg-interferon alpha-2a & Ribavirin,Hepatitis C,PHASE4,COMPLETED,ClinicalTrials.gov
NCT00492401,Decitabine in Treating Patients With Previously Untreated Acute Myeloid Leukemia,decitabine; laboratory biomarker analysis; pharmacological study; high performance liquid chromatography; microarray analysis; RNA analysis; mass spectrometry; DNA methylation analysis; matrix-assisted laser desorption/ionization time of flight mass spectrometry,Adult Acute Myeloid Leukemia With 11q23 (MLL) Abnormalities; Adult Acute Myeloid Leukemia With Del(5q); Adult Acute Myeloid Leukemia With Inv(16)(p13;q22); Adult Acute Myeloid Leukemia With t(15;17)(q22;q12); Adult Acute Myeloid Leukemia With t(16;16)(p13;q22); Adult Acute Myeloid Leukemia With t(8;21)(q22;q22); Secondary Acute Myeloid Leukemia; Untreated Adult Acute Myeloid Leukemia,PHASE2,COMPLETED,ClinicalTrials.gov
NCT00036465,Effects of Changing HIV Therapy at Lower Versus Higher Viral Loads,Treatment regimen change,HIV Infections,PHASE2,COMPLETED,ClinicalTrials.gov
NCT03253107,Predicting Biomarker of Gastric Cancer Chemotherapy Response,Chemotherapy,Gastric Cancer; Chemotherapy Effect; Predictive Cancer Model,Not specified,UNKNOWN,ClinicalTrials.gov
NCT04188275,CIRCULATING MICRO-RNA (miRNA) AND AR-V7 MUTATIONAL STATUS IN METASTATIC CASTRATION-RESISTANT PROSTATE CANCER (CRPC): PRIMERA+ STUDY (PROSTATE CANCER INNOVATING MARKERS OF EXPECTED RESPONSE TO AGONIST LHRH+ ANDROGEN RECEPTOR INHIBITION,Periodic ARV7 and miRNA evaluation,D011471; D064129; D035683; D009360; D014408,Not specified,UNKNOWN,ClinicalTrials.gov
NCT03980665,The Effect of Arsenic Trioxide on Eliminating HIV-1 Reservoir Combined With cART,Arsenic Trioxide,HIV/AIDS,PHASE1,UNKNOWN,ClinicalTrials.gov
NCT07230912,"Impact of Comorbidities, Some Biomarkers, Micro RNA in Childhood Asthma Phenotypes",Short Acting Beta 2 Agonist,Bronchial Asthma,Not specified,NOT_YET_RECRUITING,ClinicalTrials.gov
NCT02785731,Evaluation of Multiple Biomarkers to Estimate Risk of Ovarian Cancer in Patients With a Pelvic Mass.,Pelvic imaging; Blood draw; laparotomy or laparoscopy,Ovarian Neoplasms,Not specified,COMPLETED,ClinicalTrials.gov
NCT00000872,Treatment With Combinations of Several Antiviral Drugs in Infants and Young Children With HIV Infection,Abacavir sulfate; Nelfinavir mesylate; Nevirapine; Lamivudine; Stavudine; Zidovudine,HIV Infections,PHASE2,COMPLETED,ClinicalTrials.gov
NCT04885101,Comparison of Conservative Treatment Options in the Management of Erectile Dysfunction,LISWT Group; NARFT Group; Sham Group,Erectile Dysfunction,NA,UNKNOWN,ClinicalTrials.gov
NCT07266545,RNA Editing as a Biomarker of Antidepressant Response in Unipolar and Bipolar Depression (EDIT-ANDRE),Vortioxetine; Bupropion extended release; Cariprazine (Augmentation Phase),Unipolar Depression; Bipolar Depression,PHASE4,NOT_YET_RECRUITING,ClinicalTrials.gov
NCT03779022,miRNA and Relevant Biomarkers of BC Patients Undergoing Neoadjuvant Treatment,microRNA,Breast Cancer,Not specified,UNKNOWN,ClinicalTrials.gov
NCT00788918,Study of Cerebral Function in Patients With Chronic Hepatitis C Infection (HCV/CNS),Interferon and ribavirin,"Hepatitis C, Chronic; Cognition Disorders; Fatigue Syndrome, Chronic; Major Depressive Disorder",NA,COMPLETED,ClinicalTrials.gov
NCT02366494,Micro RNAs to Predict Response to Androgen Deprivation Therapy,Bicalutamide; Leuprolide; Goserelin; Triptorelin; Docetaxel; Abiraterone; Apalutamide; Enzalutamide,Prostate Cancer,Not specified,COMPLETED,ClinicalTrials.gov
NCT00854802,A Study of Debio 025 (Alisporivir) Combined With Peg-IFNα2a and Ribavirin in Treatment naïve Chronic Hepatitis C Genotype 1 Patients,Debio 025; Peg-IFNα2a; Ribavirin; Debio 025 placebo,Chronic Hepatitis C,NA,COMPLETED,ClinicalTrials.gov
NCT04943588,Treating Hepatitis C in Pakistan. Strategies to Avoid Resistance to Antiviral Drugs,HCV RNA (PCR); HCV Antibody test (Point of care); AST/ALT and platelets measurement,"Hepatitis C, Chronic",Not specified,RECRUITING,ClinicalTrials.gov
NCT06539273,Exosome Treatment in Androgenetic Alopecia,"Exosome Complex, RNA",Androgenetic Alopecia; Exosomes,PHASE3,COMPLETED,ClinicalTrials.gov
